map_name,hero,Damage Blocked,Time Played,Damage Blocked per Second
Numbani,Mei,132497.71666979938,15959.089286745611,8.302335696551417
Numbani,Orisa,1290392.2752671593,43821.705231278014,29.44641858313934
Numbani,Reinhardt,2143556.140907157,63779.000316352074,33.609121031606676
Numbani,Sigma,1077236.163905483,40915.06361700892,26.328595599632944
Numbani,Symmetra,2659.7507569195786,748.4308393277132,3.5537695898644834
Numbani,Winston,2719676.0360793,158909.58330779875,17.114613099270695
Numbani,Zarya,967605.9595083615,92419.81269177076,10.469681027545722
Oasis,All Heroes,12258528.66029998,1798625.8309510527,6.8154968361696895
Oasis,Brigitte,618003.6288499422,109034.1812522839,5.667980643794646
Oasis,D.Va,2946811.128746504,199625.62724533715,14.761687511818879
Oasis,Mei,249800.39918435932,29820.001645674794,8.376941160249443
Oasis,Orisa,1319544.537014806,40882.45451961425,32.276548766946604
Oasis,Reinhardt,3195400.7984708627,97284.22044018976,32.84603385844461
Oasis,Sigma,759304.5024456105,31579.54409163324,24.044188232811834
Oasis,Symmetra,7729.981294631958,1686.7364850619324,4.582803160475973
Oasis,Winston,2206288.140950364,132896.15528442574,16.60159495380768
Oasis,Zarya,938288.4193261577,84808.35652626056,11.063631672140946
Paris,All Heroes,4504165.62205727,593500.9627379993,7.5891462775025555
Paris,Brigitte,284379.98087127,48821.015834667975,5.824950095965246
Paris,D.Va,885873.6613861,58946.89361849,15.028334947038262
Paris,Mei,100906.52764339997,12225.73511907,8.253616380580953
Paris,Orisa,910777.1513586998,26968.058914529003,33.772439990778125
Paris,Reinhardt,1228339.704459319,41860.69625161498,29.34350869550885
Paris,Sigma,227150.746689,10128.538547,22.42680379157765
Paris,Symmetra,10163.7623561,1012.3589041980001,10.039682877241866
Paris,Winston,388905.9332676001,23842.267277077,16.31161704329652
Paris,Zarya,458012.88326349994,44856.66668486701,10.21058667781074
Rialto,All Heroes,10113486.317928273,991996.8684723745,10.195078875100217
Rialto,Brigitte,592616.0343522726,102123.29597544545,5.802946611660099
Rialto,D.Va,1366581.5989445501,90326.95809877664,15.129277324385606
Rialto,Mei,135504.21358029998,13639.894368837999,9.934403443026353
Rialto,Orisa,2081512.7720819083,60711.89762512094,34.28508831884436
Rialto,Reinhardt,2956303.2336560013,84620.80649556998,34.93589054614799
Rialto,Sigma,1688649.9422465868,58223.94997832937,29.00266888239449
Rialto,Symmetra,2063.7371980000003,645.3307535170001,3.197952657227012
Rialto,Winston,249729.03701624126,12766.405988425417,19.561420594226483
Rialto,Zarya,1003945.6727024354,86106.11061885658,11.659401005189277
Route 66,All Heroes,10412309.313384283,1518273.6765125599,6.857992385997972
Route 66,Brigitte,303667.16412855184,62764.69919912586,4.838184011129318
Route 66,D.Va,2183707.5806263946,170414.24352753628,12.814114216183706
Route 66,Mei,404534.4786222283,46297.88659647199,8.737644595921033
Route 66,Orisa,2703856.8845622945,69128.29156020694,39.113607808568275
Route 66,Reinhardt,1678447.2548542365,54611.013751423365,30.73459252183338
Route 66,Sigma,698463.4356692364,30665.62948635364,22.776751932650075
Route 66,Symmetra,1915.5,412.66624545873367,4.641765642524665
Route 66,Winston,1949164.8671475784,122653.60652707257,15.891622939903943
Route 66,Zarya,484835.74786738993,46769.941675700036,10.366396247171139
Temple of Anubis,All Heroes,16501715.892742736,2206088.9349305816,7.480077358378116
Temple of Anubis,Brigitte,624935.0612863086,125701.7710441704,4.97156926346497
Temple of Anubis,D.Va,3837067.660966344,258824.24409558767,14.824993208709063
Temple of Anubis,Mei,536549.9219837879,45828.159904237895,11.70786527551963
Temple of Anubis,Orisa,3206014.161757533,95897.11520498691,33.43181027817624
Temple of Anubis,Reinhardt,2709370.8775862064,82941.2622239502,32.66613992768301
Temple of Anubis,Sigma,1666973.3289127012,61752.402800096046,26.99446909473308
Temple of Anubis,Symmetra,16556.343414,2277.602956167461,7.269196489742654
Temple of Anubis,Winston,2920540.2370948605,167698.22552611027,17.41545104566499
Temple of Anubis,Zarya,931431.5398902629,85250.30687748436,10.925843835716037
Volskaya Industries,All Heroes,15173930.434432942,2353550.5733723077,6.4472506374446965
Volskaya Industries,Brigitte,734098.8655413906,148497.92905188745,4.943495644877884
Volskaya Industries,D.Va,3210637.648014308,233458.2409383339,13.752513662014492
Volskaya Industries,Mei,350665.40635185014,39739.463432128134,8.824110243731875
Volskaya Industries,Orisa,3070114.6628240393,85940.2062984756,35.72384562542639
Volskaya Industries,Reinhardt,2234590.4339755964,66731.23981379262,33.48642165515005
Volskaya Industries,Sigma,1391133.255647379,62598.464499792084,22.223121074351585
Volskaya Industries,Symmetra,1699.5001358389854,1037.4534583571794,1.6381459063524306
Volskaya Industries,Winston,3161901.332344633,190496.81652985534,16.598184630812916
Volskaya Industries,Zarya,984836.025210253,101178.57727608756,9.733641762157967
Watchpoint: Gibraltar,All Heroes,12558854.893927831,1929739.1219830273,6.508058395490357
Watchpoint: Gibraltar,Brigitte,864227.7965805258,172738.12041464547,5.0031098781554935
Watchpoint: Gibraltar,D.Va,2989280.0904854974,233228.2202070713,12.81697424021617
Watchpoint: Gibraltar,Mei,93266.61890658001,8078.166169815001,11.545518741008507
Watchpoint: Gibraltar,Orisa,995463.3198463034,30331.06113255627,32.81993054894505
Watchpoint: Gibraltar,Reinhardt,1643144.5918324706,50993.23141309646,32.222797934128685
Watchpoint: Gibraltar,Sigma,878496.049171203,34085.25441040921,25.773492507743214
Watchpoint: Gibraltar,Symmetra,2778.700497,869.0669082603517,3.1973378235770626
Watchpoint: Gibraltar,Winston,4049034.399022297,222253.17083983272,18.2181175806047
Watchpoint: Gibraltar,Zarya,1000035.7458065915,100479.58075351446,9.952626576535685
