map_name,hero,lose,win,Win Percent
Rialto,Doomfist,11.0,10.0,47.61904761904761
Rialto,Echo,10.0,10.0,50.0
Rialto,Genji,5.0,4.0,44.44444444444444
Rialto,Hanzo,8.0,10.0,55.55555555555556
Rialto,Lúcio,67.0,66.0,49.62406015037594
Rialto,McCree,5.0,10.0,66.66666666666666
Rialto,Mei,15.0,15.0,50.0
Rialto,Mercy,19.0,18.0,48.64864864864865
Rialto,Moira,15.0,14.0,48.275862068965516
Rialto,Orisa,39.0,42.0,51.85185185185185
Rialto,Pharah,19.0,16.0,45.714285714285715
Rialto,Reaper,12.0,12.0,50.0
Rialto,Reinhardt,58.0,62.0,51.66666666666667
Rialto,Roadhog,3.0,3.0,50.0
Rialto,Sigma,37.0,36.0,49.31506849315068
Rialto,Soldier: 76,3.0,3.0,50.0
Rialto,Sombra,22.0,23.0,51.11111111111111
Rialto,Symmetra,1.0,1.0,50.0
Rialto,Torbjörn,1.0,2.0,66.66666666666666
Rialto,Tracer,23.0,19.0,45.23809523809524
Rialto,Widowmaker,17.0,23.0,57.49999999999999
Rialto,Winston,18.0,16.0,47.05882352941176
Rialto,Wrecking Ball,13.0,11.0,45.83333333333333
Rialto,Zarya,59.0,58.0,49.572649572649574
Rialto,Zenyatta,69.0,72.0,51.06382978723404
Route 66,All Heroes,894.0,894.0,50.0
Route 66,Ana,39.0,46.0,54.11764705882353
Route 66,Ashe,15.0,20.0,57.14285714285714
Route 66,Baptiste,39.0,41.0,51.24999999999999
Route 66,Bastion,2.0,3.0,60.0
Route 66,Brigitte,44.0,43.0,49.42528735632184
Route 66,D.Va,124.0,109.0,46.78111587982833
Route 66,Doomfist,8.0,5.0,38.46153846153847
Route 66,Echo,2.0,4.0,66.66666666666666
Route 66,Genji,38.0,33.0,46.478873239436616
Route 66,Hanzo,45.0,33.0,42.30769230769231
Route 66,Junkrat,1.0,5.0,83.33333333333334
Route 66,Lúcio,78.0,65.0,45.45454545454545
Route 66,McCree,41.0,37.0,47.43589743589743
Route 66,Mei,36.0,34.0,48.57142857142857
Route 66,Mercy,80.0,73.0,47.712418300653596
Route 66,Moira,24.0,19.0,44.18604651162791
Route 66,Orisa,52.0,47.0,47.474747474747474
Route 66,Pharah,8.0,6.0,42.857142857142854
Route 66,Reaper,25.0,15.0,37.5
Route 66,Reinhardt,40.0,39.0,49.36708860759494
Route 66,Roadhog,38.0,34.0,47.22222222222222
Route 66,Sigma,19.0,25.0,56.81818181818182
Route 66,Soldier: 76,17.0,13.0,43.333333333333336
Route 66,Sombra,50.0,49.0,49.494949494949495
Route 66,Symmetra,1.0,,
Route 66,Torbjörn,6.0,2.0,25.0
Route 66,Tracer,96.0,88.0,47.82608695652174
Route 66,Widowmaker,74.0,74.0,50.0
Route 66,Winston,82.0,84.0,50.602409638554214
Route 66,Wrecking Ball,13.0,9.0,40.909090909090914
Route 66,Zarya,38.0,34.0,47.22222222222222
Route 66,Zenyatta,115.0,124.0,51.88284518828452
Temple of Anubis,All Heroes,1434.0,1434.0,50.0
Temple of Anubis,Ana,100.0,99.0,49.74874371859296
Temple of Anubis,Ashe,53.0,65.0,55.08474576271186
Temple of Anubis,Baptiste,75.0,69.0,47.91666666666667
Temple of Anubis,Bastion,9.0,2.0,18.181818181818183
Temple of Anubis,Brigitte,114.0,114.0,50.0
Temple of Anubis,D.Va,184.0,187.0,50.40431266846361
Temple of Anubis,Doomfist,28.0,33.0,54.09836065573771
Temple of Anubis,Echo,27.0,26.0,49.056603773584904
Temple of Anubis,Genji,101.0,114.0,53.02325581395348
Temple of Anubis,Hanzo,31.0,27.0,46.55172413793103
Temple of Anubis,Junkrat,83.0,84.0,50.29940119760479
Temple of Anubis,Lúcio,129.0,121.0,48.4
Temple of Anubis,McCree,40.0,28.0,41.17647058823529
Temple of Anubis,Mei,61.0,47.0,43.51851851851852
Temple of Anubis,Mercy,134.0,131.0,49.43396226415094
Temple of Anubis,Moira,51.0,44.0,46.31578947368421
Temple of Anubis,Orisa,126.0,124.0,49.6
Temple of Anubis,Pharah,25.0,20.0,44.44444444444444
Temple of Anubis,Reaper,50.0,45.0,47.368421052631575
Temple of Anubis,Reinhardt,82.0,72.0,46.75324675324675
Temple of Anubis,Roadhog,30.0,28.0,48.275862068965516
Temple of Anubis,Sigma,54.0,51.0,48.57142857142857
Temple of Anubis,Soldier: 76,7.0,3.0,30.0
Temple of Anubis,Sombra,85.0,71.0,45.51282051282051
Temple of Anubis,Symmetra,4.0,2.0,33.33333333333333
Temple of Anubis,Torbjörn,14.0,14.0,50.0
Temple of Anubis,Tracer,109.0,113.0,50.9009009009009
Temple of Anubis,Widowmaker,108.0,104.0,49.056603773584904
Temple of Anubis,Winston,147.0,162.0,52.42718446601942
Temple of Anubis,Wrecking Ball,47.0,43.0,47.77777777777778
Temple of Anubis,Zarya,77.0,73.0,48.66666666666667
Temple of Anubis,Zenyatta,144.0,138.0,48.93617021276596
Volskaya Industries,All Heroes,1476.0,1476.0,50.0
Volskaya Industries,Ana,107.0,112.0,51.141552511415526
Volskaya Industries,Ashe,57.0,57.0,50.0
Volskaya Industries,Baptiste,64.0,59.0,47.96747967479675
Volskaya Industries,Bastion,3.0,1.0,25.0
Volskaya Industries,Brigitte,113.0,109.0,49.0990990990991
Volskaya Industries,D.Va,164.0,168.0,50.602409638554214
Volskaya Industries,Doomfist,9.0,8.0,47.05882352941176
Volskaya Industries,Echo,16.0,17.0,51.515151515151516
Volskaya Industries,Genji,68.0,62.0,47.69230769230769
Volskaya Industries,Hanzo,48.0,46.0,48.93617021276596
Volskaya Industries,Junkrat,3.0,3.0,50.0
Volskaya Industries,Lúcio,114.0,112.0,49.557522123893804
Volskaya Industries,McCree,48.0,44.0,47.82608695652174
Volskaya Industries,Mei,36.0,38.0,51.35135135135135
Volskaya Industries,Mercy,121.0,118.0,49.37238493723849
Volskaya Industries,Moira,36.0,38.0,51.35135135135135
Volskaya Industries,Orisa,74.0,69.0,48.25174825174825
Volskaya Industries,Pharah,36.0,26.0,41.935483870967744
Volskaya Industries,Reaper,26.0,28.0,51.85185185185185
Volskaya Industries,Reinhardt,62.0,61.0,49.59349593495935
Volskaya Industries,Roadhog,47.0,44.0,48.35164835164835
Volskaya Industries,Sigma,54.0,50.0,48.07692307692308
Volskaya Industries,Soldier: 76,29.0,20.0,40.816326530612244
Volskaya Industries,Sombra,107.0,102.0,48.803827751196174
Volskaya Industries,Symmetra,2.0,,
Volskaya Industries,Torbjörn,10.0,4.0,28.57142857142857
Volskaya Industries,Tracer,160.0,144.0,47.368421052631575
Volskaya Industries,Widowmaker,110.0,113.0,50.672645739910315
Volskaya Industries,Winston,139.0,148.0,51.56794425087108
Volskaya Industries,Wrecking Ball,53.0,54.0,50.467289719626166
Volskaya Industries,Zarya,85.0,76.0,47.20496894409938
Volskaya Industries,Zenyatta,157.0,164.0,51.09034267912772
Watchpoint: Gibraltar,All Heroes,1170.0,1170.0,50.0
Watchpoint: Gibraltar,Ana,103.0,93.0,47.44897959183674
Watchpoint: Gibraltar,Ashe,26.0,24.0,48.0
Watchpoint: Gibraltar,Baptiste,25.0,21.0,45.65217391304348
Watchpoint: Gibraltar,Bastion,8.0,6.0,42.857142857142854
Watchpoint: Gibraltar,Brigitte,127.0,131.0,50.775193798449614
Watchpoint: Gibraltar,D.Va,154.0,148.0,49.00662251655629
Watchpoint: Gibraltar,Doomfist,12.0,17.0,58.620689655172406
Watchpoint: Gibraltar,Echo,22.0,18.0,45.0
Watchpoint: Gibraltar,Genji,62.0,64.0,50.79365079365079
Watchpoint: Gibraltar,Hanzo,23.0,29.0,55.769230769230774
Watchpoint: Gibraltar,Junkrat,13.0,8.0,38.095238095238095
Watchpoint: Gibraltar,Lúcio,83.0,74.0,47.13375796178344
Watchpoint: Gibraltar,McCree,22.0,20.0,47.61904761904761
Watchpoint: Gibraltar,Mei,9.0,10.0,52.63157894736842
Watchpoint: Gibraltar,Mercy,92.0,97.0,51.32275132275132
Watchpoint: Gibraltar,Moira,20.0,18.0,47.368421052631575
Watchpoint: Gibraltar,Orisa,30.0,26.0,46.42857142857143
Watchpoint: Gibraltar,Pharah,5.0,5.0,50.0
Watchpoint: Gibraltar,Reaper,14.0,10.0,41.66666666666667
Watchpoint: Gibraltar,Reinhardt,59.0,51.0,46.36363636363636
Watchpoint: Gibraltar,Roadhog,13.0,8.0,38.095238095238095
Watchpoint: Gibraltar,Sigma,30.0,25.0,45.45454545454545
Watchpoint: Gibraltar,Soldier: 76,19.0,15.0,44.11764705882353
Watchpoint: Gibraltar,Sombra,61.0,61.0,50.0
Watchpoint: Gibraltar,Symmetra,,2.0,
Watchpoint: Gibraltar,Torbjörn,4.0,6.0,60.0
Watchpoint: Gibraltar,Tracer,96.0,99.0,50.76923076923077
Watchpoint: Gibraltar,Widowmaker,96.0,99.0,50.76923076923077
Watchpoint: Gibraltar,Winston,157.0,147.0,48.35526315789473
Watchpoint: Gibraltar,Wrecking Ball,22.0,15.0,40.54054054054054
Watchpoint: Gibraltar,Zarya,75.0,77.0,50.6578947368421
Watchpoint: Gibraltar,Zenyatta,126.0,129.0,50.588235294117645
